model_file,avg_loss,avg_dice,avg_iou,avg_pixel_acc
614,0.125188426,0.8749,0.7807,0.9415
615,0.12344911,0.8777,0.7844,0.9422
616,0.124515766,0.877,0.7846,0.9422
617,0.125507668,0.8733,0.7795,0.9416
618,0.125767215,0.8723,0.778,0.942
619,0.123240303,0.8805,0.7893,0.9423
620,0.124822032,0.8746,0.7819,0.9416
621,0.122134823,0.875,0.7823,0.9425
622,0.12417874,0.8731,0.7791,0.9422
623,0.126579435,0.8719,0.7765,0.9411
624,0.123543717,0.8715,0.7774,0.9422
625,0.124309953,0.8764,0.7832,0.9417
626,0.122043608,0.8769,0.7835,0.9426
627,0.124384823,0.875,0.7821,0.9415
628,0.124875466,0.8738,0.7808,0.9415
629,0.122452972,0.8718,0.7786,0.9422
630,0.127737237,0.8691,0.7733,0.9406
631,0.123148557,0.8761,0.7835,0.9427
632,0.123286062,0.8763,0.7831,0.9421
633,0.124215779,0.8713,0.7757,0.9413
634,0.121083975,0.8733,0.7798,0.943
635,0.124727525,0.8746,0.7819,0.9419
636,0.127675498,0.8694,0.7732,0.9408
637,0.124402692,0.8767,0.7845,0.9417
638,0.122837214,0.8756,0.7827,0.9424
639,0.126060145,0.8656,0.7696,0.9415
640,0.123562349,0.8768,0.784,0.9422
641,0.122853545,0.8758,0.7847,0.9426
642,0.120953829,0.8726,0.7785,0.9429
643,0.122608454,0.8769,0.7845,0.9426
644,0.122887744,0.8753,0.7826,0.9422
645,0.124592369,0.8759,0.7831,0.942
646,0.126268117,0.8682,0.7712,0.9414
647,0.123993977,0.8744,0.7804,0.9421
648,0.124420534,0.8672,0.7713,0.9418
649,0.122741328,0.8734,0.7793,0.9423
650,0.123810659,0.8727,0.7775,0.9418
